,artist,danceability,date,energy,featuring,genre,key,mode,rank,spotifyID,tempo,timesignature,track,valence
14,Bread,0.326,1973-03-31,0.0902,none,adult standards,7.0,1.0,15,5ZEMPZdUIiJSxT4gIJOIpB,137.611,4.0,Aubrey,0.218
15,Loudon Wainwright III,0.633,1973-03-31,0.655,none,alternative country,7.0,1.0,16,3NWpG50DNlO8IiVdx6Ig3w,146.868,4.0,Dead Skunk,0.967
16,David Bowie,0.299,1973-03-31,0.443,none,art rock,0.0,1.0,17,72Z17vmmeQKAg8bptWvpVG,139.539,4.0,Space Oddity,0.434
17,The Temptations,0.792,1973-03-31,0.391,none,brill building pop,10.0,0.0,18,4gAsVttMY36zJUCa7FYoJN,119.003,4.0,Masterpiece,0.889
18,Johnny Nash,0.671,1973-03-31,0.567,none,bubblegum pop,2.0,1.0,19,3BT7TYH4vYIOYNrVDxnDuv,85.358,4.0,Stir It Up,0.902
19,Seals,0.403,1973-03-31,0.444,Crofts,adult standards,2.0,0.0,20,0X5NtrCEqriFUemE5TQ9zC,92.781,4.0,Hummingbird,0.543
20,War,0.849,1973-03-31,0.84,none,classic soul,9.0,0.0,21,5DvGqOJAB0OUDc8R9cLN3H,141.763,4.0,The Cisco Kid,0.96
21,The Moody Blues,0.271,1973-03-31,0.859,none,album rock,6.0,0.0,22,7sXbG2xdtX18rHoXcGosFI,149.845,4.0,I'm Just A Singer (In A Rock And Roll Band),0.752
22,Donny Osmond,0.427,1973-03-31,0.478,none,bubblegum pop,6.0,1.0,23,74NGDmt0oXeXesxoUGASTz,89.281,4.0,The Twelfth Of Never,0.281
23,The Spinners,0.382,1973-03-31,0.727,none,classic soul,9.0,0.0,24,5i0urffBRKl09GSX2Jhdeh,207.265,4.0,Could It Be I'm Falling In Love,0.826
24,The Sweet,0.733,1973-03-31,0.425,none,NA,11.0,1.0,25,2qrivL8tzkUvHQYGsmEpAU,127.844,4.0,Little Willy,0.823
25,Helen Reddy,0.497,1973-03-31,0.33,none,adult standards,7.0,1.0,26,3v3oI0TcyelpENKfDxDrML,139.609,4.0,Peaceful,0.481
26,Gallery,0.732,1973-03-31,0.731,none,bubblegum pop,2.0,1.0,27,6Ms7ZJwBsOqtJM3zpFQdQ8,128.713,4.0,Big City Miss Ruth Ann,0.971
27,Jermaine Jackson,0.629,1973-03-31,0.439,none,disco,4.0,0.0,28,2tux0ui8n2qdHdGpBnkhol,81.223,3.0,Daddy's Home,0.56
28,Stevie Wonder,0.519,1973-03-31,0.46,none,adult standards,11.0,1.0,29,0n2pjCIMKwHSXoYfEbYMfX,132.082,4.0,You Are The Sunshine Of My Life,0.675
29,Bette Midler,0.384,1973-03-31,0.393,none,adult standards,7.0,0.0,30,2Hyis7pyTBDyR3zq4GNZCu,167.241,4.0,Do You Want To Dance?,0.446
30,Lou Reed,0.575,1973-03-31,0.318,none,art rock,0.0,1.0,31,5p3JunprHCxClJjOmcLV8G,104.522,4.0,Walk On The Wild Side,0.385
31,Judy Collins,0.488,1973-03-31,0.378,none,american folk revival,2.0,1.0,32,20cU9dg5zHpOvNV9nKyFqZ,148.34,4.0,Cook With Honey,0.753
32,Aretha Franklin,0.332,1973-03-31,0.516,none,christmas,0.0,1.0,33,4q3MFOf4knEFp7aG86ejXo,186.076,4.0,Master Of Eyes (The Deepness Of Your Eyes),0.829
33,Stealers Wheel,0.787,1973-03-31,0.541,none,classic rock,7.0,1.0,34,1b7LMtXCXGc2EwOIplI35z,124.194,4.0,Stuck In The Middle With You,0.962
34,Bill Withers,0.838,1973-03-31,0.526,none,classic soul,1.0,1.0,35,262qk9k0LTyMXmjH9YT2xU,93.726,4.0,Kissing My Love,0.892
35,Dobie Gray,0.508,1973-03-31,0.46,none,motown,11.0,1.0,36,11YWR8tzDTR2P4KZ3lAySj,75.836,4.0,Drift Away,0.565
36,Jim Croce,0.697,1973-03-31,0.677,none,adult standards,0.0,1.0,37,1dYVNX9HYl18wcYssGAPFA,143.329,4.0,One Less Set Of Footsteps,0.955
37,The Chi-lites,0.512,1973-03-31,0.477,none,chicago soul,9.0,1.0,38,2mnOh7OLEaxN4qa4CFYzJq,130.633,4.0,A Letter To Myself,0.502
38,Skylark,0.457,1973-03-31,0.334,none,italian metal,5.0,1.0,39,1z0etghLnvdBptJMlzvbFA,126.38,4.0,Wildflower,0.462
39,Jud Strunk,2.0,1973-03-31,2.0,none,NA,2.0,2.0,40,NA,2.0,2.0,Daisy A Day,2.0
40,Melanie,0.572,1973-03-31,0.596,none,folk,3.0,1.0,41,2tMJAOWb2Qe9oJeMGZ5n5q,139.984,4.0,Bitter Bad,0.943
41,Donna Fargo,0.611,1973-03-31,0.676,none,country gospel,11.0,1.0,42,78gI8beWZAdnAht7mKW7t1,99.769,4.0,Superman,0.954
42,Joe Simon,0.719,1973-03-31,0.816,none,classic soul,2.0,1.0,43,3E3pehkueqX7imkUX2r73w,114.739,4.0,Step By Step,0.938
43,Ronnie Dyson,0.384,1973-03-31,0.631,none,classic soul,5.0,1.0,44,1MNVplPox6xfC5rB1csyzK,174.679,4.0,One Man Band (Plays All Alone),0.748
44,Elton John,0.626,1973-03-31,0.803,none,glam rock,4.0,0.0,45,6WCeFNVAXUtNczb7lqLiZU,149.918,4.0,Crocodile Rock,0.968
45,Gilbert O'Sullivan,0.535,1973-03-31,0.717,none,adult standards,10.0,1.0,46,772P0xStGVB1aopd5aTbKb,205.359,4.0,Out Of The Question,0.846
46,Alice Cooper,2.0,1973-03-31,2.0,none,NA,2.0,2.0,47,NA,2.0,2.0,Hello Hurray,2.0
47,The New Seekers,0.475,1973-03-31,0.468,none,bubblegum pop,6.0,1.0,48,561H1vi4xYPD0uQ5EOPrch,130.239,4.0,"Pinball Wizard/See Me, Feel Me",0.542
48,Steely Dan,0.527,1973-03-31,0.758,none,album rock,2.0,1.0,49,3Xe4JagghOfs9NF1xaqbb8,135.2,4.0,Reeling In The Years,0.77
49,The Staple Singers,0.565,1973-03-31,0.857,none,brill building pop,7.0,1.0,50,1hKb6MXvSIxIaYDOyijdQX,141.874,4.0,Oh La De Da,0.91
50,John Denver,0.455,1973-03-31,0.437,none,adult standards,4.0,1.0,51,5tlyFGagMcqqpbqo2jYKU5,81.396,4.0,Rocky Mountain High,0.724
51,Jackson 5,0.683,1973-03-31,0.959,none,christmas,0.0,1.0,52,3Bf6hiZXLfflOZ3RttXoch,126.933,4.0,Hallelujah Day,0.892
52,Diana Ross,0.344,1973-03-31,0.187,none,adult standards,5.0,0.0,53,3jE3WBIYBQDseLfQKc5wyW,181.049,3.0,Good Morning Heartache,0.285
